6239 = number of voxels
82 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...0] (if zero then not included in any ROI)
-45,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-45,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,81
-45,10,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,75
-45,15,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,75
-45,20,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,75
-45,25,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,75
-40,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-40,-75,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-40,-70,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-40,-65,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-40,-60,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-40,-55,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-40,-50,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-40,-45,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-40,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,55
-40,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,55
-40,-30,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,81
-40,-25,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,81
-40,10,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,75
-40,15,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,75
-40,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,75
-40,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,75
-35,-90,-20,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,47
-35,-85,-20,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,47
-35,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-35,-70,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-35,-55,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-35,-50,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-35,-45,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-35,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,55
-35,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,55
-35,-30,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,55
-35,-25,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,55
-35,5,-20,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 38,75
-35,15,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,75
-35,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-35,30,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-35,40,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,15
-30,-90,-20,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,47
-30,-85,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,47
-30,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-30,-75,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-30,-50,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-30,-45,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-30,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,55
-30,-35,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 20,55
-30,-30,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,55
-30,5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,75
-30,10,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,75
-30,15,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-30,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-30,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-30,30,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-30,35,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,9
-25,-95,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,47
-25,-90,-20,Occipital Lobe,Inferior Occipital Gyrus,Brodmann area 18,47
-25,-85,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-25,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-25,-75,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-25,-40,-20,Temporal Lobe,Fusiform Gyrus,Brodmann area 37,55
-25,-35,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,55
-25,-30,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 36,55
-25,-25,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,39
-25,5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,75
-25,10,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-25,15,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-25,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-25,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-25,30,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,15
-25,35,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,9
-25,40,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,9
-20,-95,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,47
-20,-90,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 18,47
-20,-85,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-20,-80,-20,Occipital Lobe,Fusiform Gyrus,Brodmann area 19,55
-20,-30,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,55
-20,-25,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 35,39
-20,-20,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,39
-20,-15,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 28,39
-20,-10,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,37
-20,5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,75
-20,10,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-20,15,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-20,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-20,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,15
-20,35,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,9
-20,40,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,5
-20,45,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,5
-15,-95,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 17,47
-15,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-15,-85,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-15,-10,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,37
-15,-5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,37
-15,0,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,39
-15,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,5
-15,15,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,5
-15,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,5
-15,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,5
-15,30,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,5
-15,35,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,5
-15,40,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,5
-15,45,-20,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 11,5
-15,50,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,5
-15,55,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,5
-10,-95,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 17,47
-10,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-10,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,21
-10,15,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,27
-10,20,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,27
-10,25,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,27
-10,30,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,27
-10,35,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,27
-10,40,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,27
-10,55,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,5
-5,-95,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-5,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,47
-5,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,27
-5,15,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,27
-5,20,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,27
-5,25,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,27
-5,30,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,27
-5,35,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 11,27
-5,40,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,27
-5,45,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,27
-5,50,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,27
-5,55,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,27
-5,60,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,27
5,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
5,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,23
5,15,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,28
5,20,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,28
5,25,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,28
5,30,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,28
5,35,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 11,28
5,40,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,28
5,45,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,28
5,50,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,28
5,55,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,28
5,60,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,28
10,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
10,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,22
10,15,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,28
10,20,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,28
10,25,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,28
10,30,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,28
10,35,-20,Frontal Lobe,Rectal Gyrus,Brodmann area 11,28
10,40,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,28
10,55,-20,Frontal Lobe,Orbital Gyrus,Brodmann area 11,6
15,-90,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-85,-20,Occipital Lobe,Lingual Gyrus,Brodmann area 18,48
15,-10,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,40
15,-5,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,40
15,0,-20,Limbic Lobe,Parahippocampal Gyrus,Brodmann area 34,40
15,10,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,22
15,15,-20,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 25,6
15,20,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,6
15,25,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,6
15,30,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 47,6
15,35,-20,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 11,6
15,50,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,6
15,55,-20,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 11,6
